Student_id,College,Department,Class,Grade,Name,Email,Password,gender,Credit
D0323711,工程與科學學院,化工系,丁,二,程新兗,WVMW9@gmail.com,0,女,0
E0431992,商學院,財稅系,乙,四,歐陽躪澹,BMSz9vjtx@o365.fcu.edu.tw,0,女,0
M0377054,工程與科學學院,機電系,甲,一,莊逃宛,mdjKqpOX96@yahoo.com.tw,0,男,0
D0577729,商學院,商學學士學位學程,甲,四,王稍濃,HJAI0bfdHn@o365.fcu.edu.tw,0,男,0
M0606320,建設學院,都資系,甲,二,李烙寅,lG20KrU@mail.fcu.edu.tw,0,男,0
E0626316,商學院,財稅系,甲,四,尤舔峻,ZkI6@yahoo.com.tw,0,男,0
E0614206,資電學院,電機系,乙,三,董湲叵,bv4nUoyoR@o365.fcu.edu.tw,0,男,0
E0381449,建設學院,土管系,丁,三,趙髯柝,0ySe@mail.fcu.edu.tw,0,男,0
E0303737,商學院,國貿系全英班,乙,四,楊召氓,jyzOrD1m@o365.fcu.edu.tw,0,男,0
M0588594,工程與科學學院,應數系,丁,四,范姜壢禧,cWLrzjYAkR@gmail.com,0,女,0
D0891679,工程與科學學院,化工系,乙,一,石軌廬,MVJ5LT@yahoo.com.tw,0,男,0
D0891115,商學院,國貿系,乙,三,田蚤徨,Ncj3x@o365.fcu.edu.tw,0,男,0
D0637879,工程與科學學院,航太系,丙,四,董碑噎,f3Tr@o365.fcu.edu.tw,0,女,0
E0343309,商學院,國貿系,丁,四,湯劫液,soCLrjhoJ@gmail.com,0,女,0
M0630504,建設學院,土木系,甲,四,紀腥低,uzIKx1S@mail.fcu.edu.tw,0,男,0
D0893768,商學院,國貿系全英班,乙,四,蔡沸尊,LG2V7HF107@yahoo.com.tw,0,女,0
M0418660,資電學院,通訊系,甲,三,戴囤硯,fsVx4NlWM@mail.fcu.edu.tw,0,男,0
M0849876,商學院,合經系,乙,四,蔣廟擾,t2co2U3GVC@gmail.com,0,男,0
M0589870,建設學院,土管系,丁,一,陸頊趴,tYZB5Tz4@mail.fcu.edu.tw,0,女,0
E0675965,商學院,國貿系,乙,三,蔣珠寸,OVo21rD@mail.fcu.edu.tw,0,男,0
E0644327,建設學院,水利系,丙,四,唐暗驟,NVhcxArjmH@yahoo.com.tw,0,女,0
E0772199,建設學院,運輸物流系,甲,一,魏詖胡,kZWU@yahoo.com.tw,0,男,0
E0757441,商學院,商學學士學位學程,甲,二,施裳廢,wHdpj@mail.fcu.edu.tw,0,男,0
E0438487,建設學院,土管系,丙,三,胡將鑽,ISyAnyi@yahoo.com.tw,0,女,0
D0379981,工程與科學學院,航太系,丙,三,鄧奔影,Aoy7f7mGM@o365.fcu.edu.tw,0,女,0
M0744967,建設學院,土木系,甲,四,石利叉,cODF4knLsI@o365.fcu.edu.tw,0,女,0
D0815760,商學院,統計系,丁,三,林胖症,ZnYzp345F@yahoo.com.tw,0,女,0
E0839948,商學院,經濟系,丙,一,孫犁寸,FLH0eY@mail.fcu.edu.tw,0,女,0
D0620317,工程與科學學院,材料系,乙,二,紀編道,dwTsE1@gmail.com,0,男,0
E0753136,建設學院,土木系,丁,四,巫綏硿,kGh4@mail.fcu.edu.tw,0,女,0
D0583538,商學院,行銷系,丁,四,鄭靂躊,15YD1cVdy@yahoo.com.tw,0,女,0
E0864420,工程與科學學院,機電系,乙,三,蔣磊勁,7pBdfcf7@yahoo.com.tw,0,女,0
E0363035,商學院,國貿系,丙,四,藍廝姬,f2DrG@gmail.com,0,女,0
M0822037,資電學院,電子系,丁,二,溫昧鵝,gqJMLvtNBG@yahoo.com.tw,0,女,0
E0499442,資電學院,通訊系,乙,三,連猙闢,Iee6J@o365.fcu.edu.tw,0,女,0
M0778587,商學院,企管系,乙,一,侯瀰穀,SywWk7Vh@mail.fcu.edu.tw,0,女,0
E0449171,商學院,經濟系,丁,三,沈靛墜,rpuRjjl@mail.fcu.edu.tw,0,女,0
M0390484,商學院,合經系,丁,二,錢零翠,jowz2vBu2Y@o365.fcu.edu.tw,0,男,0
D0549374,工程與科學學院,航太系,甲,一,連決達,RfzlnPoYOB@mail.fcu.edu.tw,0,女,0
D0675777,資電學院,通訊系,乙,一,周罄子,VpJf0Exjqx@mail.fcu.edu.tw,0,女,0
E0765271,商學院,企管系,乙,二,呂蒜題,bvSxWJYMK@gmail.com,0,女,0
M0751924,資電學院,自控系,甲,一,柯惱鹽,tjbcymy4t@gmail.com,0,女,0
M0734384,工程與科學學院,應數系,乙,一,葉齋罩,xVPSeL@yahoo.com.tw,0,男,0
M0621419,資電學院,資工系,丁,一,施璧染,W1hH@mail.fcu.edu.tw,0,女,0
E0701218,工程與科學學院,工工系,乙,一,連孓搗,uPpXkYu@mail.fcu.edu.tw,0,男,0
M0836905,商學院,合經系,丙,四,胡農總,tfUn0w@o365.fcu.edu.tw,0,男,0
E0696066,商學院,商學學士學位學程,丙,一,蘇狹佈,Mw0k9I@gmail.com,0,男,0
M0361415,資電學院,自控系,丙,三,何黛胡,Cy0x@gmail.com,0,女,0
E0499502,資電學院,通訊系,丁,一,薛餽焙,vXGHq@o365.fcu.edu.tw,0,女,0
E0550583,工程與科學學院,纖複系,丁,四,巫摟鐵,uAs39i0S@yahoo.com.tw,0,男,0
D0836517,商學院,經濟系,丁,二,古仗洞,EInFf8KNq@yahoo.com.tw,0,女,0
E0832030,資電學院,自控系,乙,四,蔣篇泌,BgqRXS5C@o365.fcu.edu.tw,0,男,0
M0408870,商學院,國貿系全英班,甲,四,范姜厲礪,zgUpDcl@o365.fcu.edu.tw,0,男,0
D0589491,工程與科學學院,工工系,甲,三,高簡哎榛,T84Nn3@o365.fcu.edu.tw,0,女,0
D0703313,商學院,合經系,丙,四,梁搞娘,UWhGzy6Xq3@yahoo.com.tw,0,女,0
D0429073,工程與科學學院,工工系,甲,一,巫并燕,sIVo7u@yahoo.com.tw,0,男,0
D0893396,建設學院,水利系,丙,三,馬擲虺,TDf3UNh@yahoo.com.tw,0,男,0
M0399627,商學院,會計系,甲,二,林川士,uORz@o365.fcu.edu.tw,0,男,0
E0860600,工程與科學學院,應數系,乙,二,唐愈霄,BncJNiOZ@yahoo.com.tw,0,男,0
D0595454,工程與科學學院,環工系,甲,四,藍頡磧,qW9feHyWYC@o365.fcu.edu.tw,0,男,0
D0877815,商學院,國貿系全英班,乙,三,韓瞑灣,qg5VW@mail.fcu.edu.tw,0,男,0
D0562196,商學院,商學學士學位學程,甲,三,莊蛄櫃,uq0dDzAiSW@mail.fcu.edu.tw,0,男,0
D0886912,資電學院,資電系,甲,一,彭鈴烈,W4Lv@yahoo.com.tw,0,女,0
D0650153,商學院,國貿系全英班,丙,四,葉杵魯,le6E@o365.fcu.edu.tw,0,男,0
M0555003,商學院,合經系,乙,四,鄧繈仗,yvqYE@yahoo.com.tw,0,男,0
D0378606,工程與科學學院,應數系,丙,四,林崢璜,ZRyq8q@o365.fcu.edu.tw,0,女,0
T0254,謝櫓鈽,0,電機系,資電學院,丁,助理教授
T0004,詹昧縲,0,環工系,工程與科學學院,甲,助理教授
T0145,葉齋烹,0,航太系,工程與科學學院,乙,教授
T0880,余貸腰,0,工工系,工程與科學學院,丁,副教授
T0481,曾灣唏,0,通訊系,資電學院,丁,教授
T0690,范姜多嬋,0,精密學程,工程與科學學院,甲,助理教授
T0284,羅郝果,0,統計系,商學院,丁,副教授
T0121,姚巾軍,0,水利系,建設學院,丙,助理教授
T0511,尤鯊居,0,資工系,資電學院,丙,職員
T0341,盧虺鮭,0,材料系,工程與科學學院,丙,職員
T0462,溫錐杯,0,環工系,工程與科學學院,甲,教授
T0487,嚴堉漠,0,通訊系,資電學院,丁,教授
T0436,沈擲罕,0,運輸物流系,建設學院,丁,副教授
T0577,溫吏沃,0,精密學程,工程與科學學院,乙,教授
T0273,侯奸瓢,0,通訊系,資電學院,丁,職員
T0645,莊歉醇,0,經濟系,商學院,乙,副教授
T0417,賴迺翠,0,資電系,資電學院,甲,助理教授
T0845,沈灼摻,0,電機系,資電學院,丁,教授
T0501,呂烹鐸,0,國貿系全英班,商學院,丁,教授
T0248,馮稅糞,0,環工系,工程與科學學院,丁,助理教授
T0050,何丁烏,0,資工系,資電學院,乙,副教授
T0768,許燄矯,0,環工系,工程與科學學院,丁,助理教授
T0342,李衹泄,0,電子系,資電學院,甲,職員
T0475,蔣砝禁,0,應數系,工程與科學學院,乙,助理教授
T0704,韓盜油,0,都資系,建設學院,丙,副教授
T0187,黃鴻鐮,0,電子系,資電學院,丁,副教授
T0273,唐困柵,0,纖複系,工程與科學學院,甲,助理教授
T0543,唐多婆,0,都資系,建設學院,甲,教授
T0744,石錮宰,0,自控系,資電學院,乙,職員
T0570,曾渚巉,0,企管系,商學院,乙,職員
T0239,蔡處蛇,0,國貿系全英班,商學院,丙,助理教授
T0745,蔣蓆湣,0,應數系,工程與科學學院,乙,副教授
T0688,歐陽讜餛,0,行銷系,商學院,丙,副教授
T0565,詹籬媛,0,資工系,資電學院,丙,教授
T0717,黎犀泖,0,電機系,資電學院,甲,職員
T0611,鄧瀑娟,0,資工系,資電學院,丁,助理教授
T0291,蕭餞泡,0,精密學程,工程與科學學院,甲,副教授
T0819,嚴蚊篦,0,材料系,工程與科學學院,丁,教授
T0372,韓禿象,0,統計系,商學院,乙,助理教授
T0735,鍾瀛乃,0,纖複系,工程與科學學院,乙,職員
T0635,童袁寬,0,電機系,資電學院,丙,教授
T0168,連濃赧,0,電子系,資電學院,乙,教授
T0053,邵榭慶,0,環工系,工程與科學學院,丁,助理教授
T0884,薛巾地,0,纖複系,工程與科學學院,丙,助理教授
T0855,歐陽逗惻,0,應數系,工程與科學學院,甲,助理教授
T0006,姚宇送,0,資工系,資電學院,甲,職員
T0824,錢構廾,0,企管系,商學院,丙,教授
T0145,鄭御義,0,電機系,資電學院,丁,教授
T0150,丁總胎,0,國貿系,商學院,丁,教授
T0775,童鴛鉋,0,工工系,工程與科學學院,丙,職員
T0794,涂篷筮,0,應數系,工程與科學學院,丙,教授
T0186,范姜命箱,0,會計系,商學院,丙,助理教授
T0675,石靄鐸,0,資工系,資電學院,丙,副教授
T0497,薛斫愈,0,商學學士學位學程,商學院,丁,職員
T0645,林蚪湄,0,資電系,資電學院,丙,副教授
T0638,葉鄗獨,0,運輸物流系,建設學院,丁,助理教授
T0360,程冊造,0,航太系,工程與科學學院,丙,職員
T0040,范姜蓓蓋,0,商學學士學位學程,商學院,乙,副教授
T0122,石判拯,0,通訊系,資電學院,丁,助理教授
T0608,石擷演,0,土管系,建設學院,丁,職員
T0630,陳閻鱷,0,國貿系全英班,商學院,丁,教授
T0598,程去痢,0,財稅系,商學院,甲,助理教授
T0360,余愉坷,0,財稅系,商學院,丁,助理教授
T0010,范姜魏逞,0,資電系,資電學院,丙,副教授
T0557,盧帷釙,0,國貿系,商學院,丙,助理教授
T0097,袁濃苦,0,合經系,商學院,乙,助理教授
T0377,徐夜氫,0,商學學士學位學程,商學院,丁,副教授
T0593,韓擺乏,0,通訊系,資電學院,丙,職員
T0127,楊跛胄,0,國貿系全英班,商學院,丙,助理教授
T0277,廖汾多,0,統計系,商學院,甲,教授
T0220,游敲豚,0,材料系,工程與科學學院,丙,副教授
T0410,呂病努,0,工工系,工程與科學學院,甲,副教授
T0653,方瀕叛,0,電機系,資電學院,丙,助理教授
T0587,魏嵩碌,0,行銷系,商學院,乙,助理教授
T0853,陳乎宿,0,工工系,工程與科學學院,丙,教授
T0731,鐘遍北,0,企管系,商學院,乙,教授
T0302,程郵裸,0,國貿系,商學院,甲,職員
T0637,鄧連仞,0,合經系,商學院,乙,助理教授
T0338,侯駭蚜,0,航太系,工程與科學學院,丁,教授
T0347,邱餐咆,0,運輸物流系,建設學院,丙,助理教授
T0790,巫裹徘,0,化工系,工程與科學學院,丁,職員
T0326,歐陽熹一,0,材料系,工程與科學學院,丙,副教授
T0421,龔如叵,0,國貿系,商學院,丙,教授
T0259,何泳古,0,資電系,資電學院,乙,教授
T0272,梁靜摧,0,電機系,資電學院,乙,助理教授
T0570,白便聱,0,企管系,商學院,丙,職員
T0220,游胛定,0,經濟系,商學院,丙,助理教授
T0785,朱禪刎,0,土木系,建設學院,甲,副教授
T0299,丁頫嘩,0,水利系,建設學院,乙,職員
T0587,何會淑,0,化工系,工程與科學學院,乙,教授
T0036,楊鰥廟,0,化工系,工程與科學學院,乙,教授
T0173,黃討禧,0,材料系,工程與科學學院,乙,助理教授
T0466,洪鴆蒞,0,經濟系,商學院,甲,教授
T0707,程奈鐫,0,機電系,工程與科學學院,甲,教授
T0053,侯痛益,0,自控系,資電學院,乙,職員
T0766,宋沆跋,0,水利系,建設學院,乙,教授
T0171,郭復肄,0,資工系,資電學院,丙,助理教授
T0260,金害慎,0,機電系,工程與科學學院,丁,助理教授
T0023,薛蒞鑾,0,水利系,建設學院,甲,副教授
T0393,唐澠班,0,機電系,工程與科學學院,丁,職員
